place_id,restaurant_name,address,latitude,longitude,restaurant_rating,user_rating_count,review_text,review_rating,review_time,author_name,area
ChIJsZ5mY70Z6zkRRBczgL9a8ms,JAR - Just Another Restaurant,"Pipal Bot Marg, Kathmandu 56900, Nepal",27.6995461,85.3376871,4.3,436,"A great place to hang out and enjoy delicious food at a very reasonable price. The ambience is pleasant and makes it a comfortable spot to spend time with friends or family. The food tastes really good, and everything we tried was well worth the price. I’d especially recommend trying their pizza. Overall, a great value-for-money restaurant that I’d happily visit again.",4,2026-02-25T16:23:17.740783762Z,Smriti Pandey,Baneshwor
ChIJsZ5mY70Z6zkRRBczgL9a8ms,JAR - Just Another Restaurant,"Pipal Bot Marg, Kathmandu 56900, Nepal",27.6995461,85.3376871,4.3,436,"This restaurant is located in Purano Baneshwor, near Apex College, and offers ample parking space for both four-wheelers and two-wheelers, which is very convenient. The ambience is excellent, creating a pleasant and comfortable dining atmosphere.

The food overall was average, as was the service. Among the dishes, the Mustang Aalu stood out as the best option compared to the others. However, the buffalo wings were disappointing they lacked flavor and the portions were quite small. On a positive note, the staff were friendly, supportive, and polite, which added to the overall experience.",4,2025-12-26T02:29:51.563254456Z,Utsab Pokharel,Baneshwor
ChIJsZ5mY70Z6zkRRBczgL9a8ms,JAR - Just Another Restaurant,"Pipal Bot Marg, Kathmandu 56900, Nepal",27.6995461,85.3376871,4.3,436,Food is good. Service needs to be improved. Hot water means HOT not lukewarm. Our order was forgotten twice. Second order did not come at all. If this type of service continues you will be just another restaurant nothing special.,3,2025-12-31T17:40:15.623570166Z,Silver Lining,Baneshwor
ChIJsZ5mY70Z6zkRRBczgL9a8ms,JAR - Just Another Restaurant,"Pipal Bot Marg, Kathmandu 56900, Nepal",27.6995461,85.3376871,4.3,436,"Must say a really good place for having a chill time.
Ambience was great and so was the food.
I really liked their hospitality, service was really fast and the staffs were polite too.
Taste and quantity of food really justified the price but drinks were average.
Overall we had a great time.",5,2025-03-27T19:38:18.028045Z,Shruti Bhusal,Baneshwor
ChIJsZ5mY70Z6zkRRBczgL9a8ms,JAR - Just Another Restaurant,"Pipal Bot Marg, Kathmandu 56900, Nepal",27.6995461,85.3376871,4.3,436,"Just Another Restaurant is anything but ordinary! The space is beautifully designed, offering both cozy indoor seating and a charming outdoor area. The service was impressively quick, making the dining experience smooth and enjoyable.I ordered the burger platter and fish fingers—both were excellent. The burger was juicy and flavorful, while the fish fingers were crispy and perfectly cooked. Overall, a great spot for good food and a relaxed ambiance. Definitely worth a visit!",4,2025-03-19T09:06:36.337451Z,Sagun Sigdel,Baneshwor
ChIJzztEXQAZ6zkR4aONpHdqnQs,MagicBell Restro -New Baneshwor,"Devkota Sadak, Kathmandu 44600, Nepal",27.6915804,85.3360835,4.8,501,"I'm writing this review as I am sipping masala tea in this very restaurant. I had ordered Garlic Hot Wings and it was delicious. Compliments to the chef. The ambience was good. Music was playing in the background. Service was impeccable and the staff were nice and polite. You could easily fill your stomach for around 500-1000 nrs. Considering everything I found the price reasonable enough. While I was reading the reviews, I noticed no one had posted pictures of the menu, so I thought it would be helpful to add pictures of the menu. Enjoy your food and time.",4,2025-03-22T10:41:51.043066Z,Sameer Pokhrel,Baneshwor
ChIJzztEXQAZ6zkR4aONpHdqnQs,MagicBell Restro -New Baneshwor,"Devkota Sadak, Kathmandu 44600, Nepal",27.6915804,85.3360835,4.8,501,"With enough parking space for both 2 and 4 wheelers, the place's food is worth the money. Price being on medium side is justified by the taste and quantity of the food, humble staffs and the ambience of the place.
Definitely a go to place.",5,2025-02-27T03:17:30.438019Z,Roshna Pokhrel,Baneshwor
ChIJzztEXQAZ6zkR4aONpHdqnQs,MagicBell Restro -New Baneshwor,"Devkota Sadak, Kathmandu 44600, Nepal",27.6915804,85.3360835,4.8,501,"Nice ambiance, caring service, big surprize every time food came to the table. it just looked so awesome and tasted even better👍",5,2025-03-24T16:06:32.781107Z,janak pokhrel,Baneshwor
ChIJzztEXQAZ6zkR4aONpHdqnQs,MagicBell Restro -New Baneshwor,"Devkota Sadak, Kathmandu 44600, Nepal",27.6915804,85.3360835,4.8,501,"I feel so good to be part of this Red Cliff.I recommend everyone through this comment everyone should come here  and have some foods ,the environment also good and peaceful ....you may forget every stress for sure...Thankyou Red cliff for the best service and hospitality ..mm.",5,2025-04-18T10:29:54.892712Z,Samikshya Thapa,Baneshwor
ChIJzztEXQAZ6zkR4aONpHdqnQs,MagicBell Restro -New Baneshwor,"Devkota Sadak, Kathmandu 44600, Nepal",27.6915804,85.3360835,4.8,501,Went here for a free coke offer and ordered a french fries as well to go with the coke. The food was well cooked. It arrived preetly quickly. Would try other items as well in future.,4,2025-05-11T12:30:29.083708Z,Sujan Acharya,Baneshwor
ChIJT4XtMo8Z6zkR0rLorhDMv2U,Michael Grills (Mid-Baneshwor),"Devkota Sadak, Kathmandu 44600, Nepal",27.6987887,85.338612,4.5,1939,"I recently visited this place and had an okay experience, but there is definitely room for improvement. While the ambiance is quite nice and provides a good vibe for a meal, several factors held back the overall experience.
The Downsides:
Hygiene Issues: I was quite disappointed to see flies hovering around the table. It felt very unhygienic and made it difficult to enjoy the food comfortably.
Service: The staff wasn't very proactive. We had to constantly call them over for every little thing. Ideally, when guests are present, the staff should be attentive and check in to see if anything is needed. That level of hospitality was unfortunately missing.
Food: The food was average—nothing particularly stood out, though the presentation was decent.
Overall: It’s a good spot for the atmosphere, but the management needs to focus on pest control and training their staff to be more attentive to guests.",3,2026-02-11T12:47:13.159023971Z,PARAS MAHATO,Baneshwor
ChIJT4XtMo8Z6zkR0rLorhDMv2U,Michael Grills (Mid-Baneshwor),"Devkota Sadak, Kathmandu 44600, Nepal",27.6987887,85.338612,4.5,1939,"Went to Michael Grill in Mid-Baneshwor. The ambience was good, and the staff were friendly and welcoming when we entered. We ordered a couple of dishes, but there was no consistency in the food. We ordered the same items, yet the taste was different in each dish.",2,2025-12-15T05:02:45.675706078Z,Sudish Shrestha,Baneshwor
ChIJT4XtMo8Z6zkR0rLorhDMv2U,Michael Grills (Mid-Baneshwor),"Devkota Sadak, Kathmandu 44600, Nepal",27.6987887,85.338612,4.5,1939,"This is easily one of the best place for sekuwa in kathmandu. We had tried pork sekuwa several times and I must say its the best dish.
The while fish is also ine of my favourite dish.
The ambience is very good.
The customer service is awesome.
Recommended for everyone",4,2025-12-17T17:24:18.075318851Z,Ashish Bhujel,Baneshwor
ChIJT4XtMo8Z6zkR0rLorhDMv2U,Michael Grills (Mid-Baneshwor),"Devkota Sadak, Kathmandu 44600, Nepal",27.6987887,85.338612,4.5,1939,"Great place for juicy sekuwa and Nepali grilled items. Cozy ambience, friendly staff, and reasonable prices. Good for casual hangouts. Portions can feel a bit small and service may be slow during rush hours — but overall, tasty and reliable.",4,2025-11-17T13:54:24.816311316Z,R B,Baneshwor
ChIJT4XtMo8Z6zkR0rLorhDMv2U,Michael Grills (Mid-Baneshwor),"Devkota Sadak, Kathmandu 44600, Nepal",27.6987887,85.338612,4.5,1939,Excellent place for food.Menuka provided excellent and friendly service. Very attentive and professional. Thank you for the great hospitality,5,2026-02-14T11:45:33.600895101Z,Rajan Dharel,Baneshwor
ChIJSx2KElcZ6zkRi7F8DPfzktY,Jheer Baneshwor,"M8WV+R4F, Ghumti Kumari Marg, Kathmandu 44600, Nepal",27.6976024,85.3429546,3.8,509,"⭐⭐⭐⭐⭐
Absolutely loved my experience here! The coffee,mocktails and cocktails were crafted to perfection—balanced flavors, fresh ingredients, and beautiful presentation. Each drink felt unique and thoughtfully made. The ambiance was just as impressive: cozy yet vibrant, with the perfect blend of music, lighting, and décor to set the mood. Whether you’re here for a night out or a relaxed evening, this place nails it. Highly recommend!",5,2025-08-11T15:20:18.085749351Z,Philip Budha Magar,Baneshwor
ChIJSx2KElcZ6zkRi7F8DPfzktY,Jheer Baneshwor,"M8WV+R4F, Ghumti Kumari Marg, Kathmandu 44600, Nepal",27.6976024,85.3429546,3.8,509,Very friendly staff and service was amazing.  I can't expect that. Best place for gathering and enjoying with students or family🫡.I suggest everyone who wants to drinks beer with enjoying pop vibe music 🎶 😊.,5,2025-08-11T15:14:39.879239409Z,Omprakash Khanal,Baneshwor
ChIJSx2KElcZ6zkRi7F8DPfzktY,Jheer Baneshwor,"M8WV+R4F, Ghumti Kumari Marg, Kathmandu 44600, Nepal",27.6976024,85.3429546,3.8,509,"Never have I had a more pleasant meal. Jheer baneshwor’s staff members were very polite and helpful, going above and beyond to make us feel welcome. Thank you Jheer baneshwor for the wonderful care given to us. Forever repeat customers!”",5,2025-08-11T15:08:49.748126425Z,Aalishka Shrestha,Baneshwor
ChIJSx2KElcZ6zkRi7F8DPfzktY,Jheer Baneshwor,"M8WV+R4F, Ghumti Kumari Marg, Kathmandu 44600, Nepal",27.6976024,85.3429546,3.8,509,"I recently ate at jheer sekura, and the overall experience was disappointing. Along with slow service, although the staff behaved well, the owner’s(moti aaimai) behavior was very poor. At first, I was seated at one table, then I was asked to move to another table where I was just getting comfortable. Later, I was told to move to yet another table. This made me feel very uncomfortable.I think the jheer sekuwa  needs to improve its customer service. And I recommend all of new costumer choose another place for better feels.",1,2025-11-28T20:34:32.061986922Z,CHiLL MaStER,Baneshwor
ChIJSx2KElcZ6zkRi7F8DPfzktY,Jheer Baneshwor,"M8WV+R4F, Ghumti Kumari Marg, Kathmandu 44600, Nepal",27.6976024,85.3429546,3.8,509,"Food is Not Bad.
Drinks on MRP only.
Reasonable Pricing.
Staffs are attentive and friendly.
They serve Chilled Beer and Sekuwas.
Open Ambiance.
No Drama of Service charge and VAT.

Its a Place where People and come and have a GOOD TIME without having to worry about the exorbitant prices usually charged by the Restaurants.

I think Jheer has brought about a Revolution in the Food and Beverage Sector.

Well Done and keep up the good work.",4,2023-05-09T15:31:34.141180Z,b Co.,Baneshwor
ChIJ2e9eEnYZ6zkRnuoRZipkN10,"Jimbu Thakali by Capital Grill, New Baneshwor","M8PR+WC9 Minbhawan, Minbhawan Marg, Kathmandu 44600, Nepal",27.6873502,85.34074369999999,4.4,3264,"I recently visited Jimbu Thakali, and I must say, it was an incredible experience from start to finish!
The food was the absolute highlight—authentic, flavorful, and perfectly cooked. It’s easily some of the best Thakali I’ve ever had. But it wasn’t just the food that impressed me; the ambiance was cozy and welcoming, making it the perfect spot for a meal with friends or family.
A huge shoutout to the staff and waiters as well. The service was top-notch—they were incredibly attentive and the serving style was professional and prompt. Everything truly felt 'Babal'!
If you’re looking for a premium Thakali experience with great vibes and even better food, I highly recommend this place. I’ll definitely be coming back!""",4,2026-01-12T18:34:35.252100883Z,PARAS MAHATO,Baneshwor
ChIJ2e9eEnYZ6zkRnuoRZipkN10,"Jimbu Thakali by Capital Grill, New Baneshwor","M8PR+WC9 Minbhawan, Minbhawan Marg, Kathmandu 44600, Nepal",27.6873502,85.34074369999999,4.4,3264,"We visited for brunch and unfortunately had a very disappointing service experience, despite the food being delicious. We were the first customers to be seated, yet we were the last to be served. Briefings for more than 1 hour. At the very least, there should be someone available to check on customers. My foreign friend was extremely hungry, which made the long wait even more uncomfortable.
We also requested warm water, which never arrived despite asking three times.
This restaurant used to be my favorite place for lunch and dinner. Every time I visit Nepal, Jimbo Thakali is always on my list, and I spoke very highly of it to my foreign friend. Sadly, this visit was a big disappointment and not the experience I expected or wanted to share.
I truly hope the management improves their service, as the food and reputation deserve better.",1,2026-01-15T12:39:56.131787027Z,Sneha Karki,Baneshwor
ChIJ2e9eEnYZ6zkRnuoRZipkN10,"Jimbu Thakali by Capital Grill, New Baneshwor","M8PR+WC9 Minbhawan, Minbhawan Marg, Kathmandu 44600, Nepal",27.6873502,85.34074369999999,4.4,3264,"""We had a wonderful time at Jimbu Thakali! The food was authentic and delicious, but the service really stole the show. Our waiter, Mr. Samuel, was excellent—incredibly friendly, attentive, and always available right when we needed him. It’s rare to get such great customer service where you feel genuinely looked after. Thanks to Samuel and the team for a great meal!""",5,2026-01-28T08:01:06.603812134Z,Nabin Upreti,Baneshwor
ChIJ2e9eEnYZ6zkRnuoRZipkN10,"Jimbu Thakali by Capital Grill, New Baneshwor","M8PR+WC9 Minbhawan, Minbhawan Marg, Kathmandu 44600, Nepal",27.6873502,85.34074369999999,4.4,3264,"This location has major cleanliness concerns. We were seated in a corner table and ordered a mango lassi, only to be served a milk-flavoured drink with no mango taste at all. The branch is a shambles and requires immediate intervention from management.",1,2026-01-10T07:11:27.141622081Z,Uday B,Baneshwor
ChIJ2e9eEnYZ6zkRnuoRZipkN10,"Jimbu Thakali by Capital Grill, New Baneshwor","M8PR+WC9 Minbhawan, Minbhawan Marg, Kathmandu 44600, Nepal",27.6873502,85.34074369999999,4.4,3264,"The food is fresh, authentic, and served beautifully. The set comes with perfectly cooked.
Must try there premium set",5,2026-03-05T04:06:59.319116089Z,Sam,Baneshwor
ChIJG-DXAQAZ6zkR6q9WJ9HGL3o,Baneshwor Garden by RnB,"M8XQ+WF7, Devkota Sadak, Kathmandu 44600, Nepal",27.699478000000003,85.338652,4.0,84,"Talking about the ambience and sitting area, it is really good.
The pizza wasn't good at all, felt like the cheese they used was low quality as we couldn't even finish half of the pizza and gave it to the cute dog in the picture.
Had to wait alot for the pizza to come as well.
The Mustang Alu wasn't cooked properly it was raw.
Also, the Mocha Frappe was like a cold coffee, nothing special.",2,2025-11-09T06:48:58.902595313Z,Endu Writes,Baneshwor
ChIJG-DXAQAZ6zkR6q9WJ9HGL3o,Baneshwor Garden by RnB,"M8XQ+WF7, Devkota Sadak, Kathmandu 44600, Nepal",27.699478000000003,85.338652,4.0,84,"We visited Baneshwor Garden Restaurant for my sister’s birthday. The ambience was amazing and made the celebration really special.
The chicken Szechwan was a must-try – so tasty and well-prepared! The pizza, however, was below average, and the drinks were just okay.
The atmosphere was wonderful, and the staff were very friendly. For music lovers, they even have live music, which adds to the charm.
Overall, it’s a great place for a date, family gathering, or celebration.",5,2025-08-20T06:41:22.218380932Z,pratiksha regmi,Baneshwor
ChIJG-DXAQAZ6zkR6q9WJ9HGL3o,Baneshwor Garden by RnB,"M8XQ+WF7, Devkota Sadak, Kathmandu 44600, Nepal",27.699478000000003,85.338652,4.0,84,"Food is good also offers an happy hours , atmosphere is good ,service is good .",5,2026-03-01T09:14:37.948994738Z,Sandesh Paudel,Baneshwor
ChIJG-DXAQAZ6zkR6q9WJ9HGL3o,Baneshwor Garden by RnB,"M8XQ+WF7, Devkota Sadak, Kathmandu 44600, Nepal",27.699478000000003,85.338652,4.0,84,"Food is average, service  is late. We waited for almost 1 hour for the food we ordered. Not my/our type place.",1,2025-12-02T04:25:05.524684659Z,Om Sagar Banjara,Baneshwor
ChIJG-DXAQAZ6zkR6q9WJ9HGL3o,Baneshwor Garden by RnB,"M8XQ+WF7, Devkota Sadak, Kathmandu 44600, Nepal",27.699478000000003,85.338652,4.0,84,"The place is good if not the best.
They have an open space with ample greenery.
The staffs are well mannnered.
The drinks are reasonably priced.
The ambiance is further accentuated by Live Musics during weekends.
They have a big bar that looks good.

The Timmur Chicken could have been better.
The Chiken Skewer was good though.",5,2024-12-06T08:33:19.617338Z,b Co.,Baneshwor
ChIJp-pKxdsZ6zkR-2FrrJZPwUc,Vertigo BBQ,"M8PP+R5, Kathmandu 44600, Nepal",27.68712,85.33547639999999,4.4,485,"At the very centre area of Baneshwor lies this place at the rooftop giving us views of the valley and also the BICC . The staffs were attentive. The place was good, aesthetic as well. The food was so yumm. Everything we tried tasted good. It's a perfect place to go with friends or family as well. There was live music too which was too good. I enjoyed it thoroughly.",4,2024-08-07T15:45:54.959156Z,Zeena Datheputhe,Baneshwor
ChIJp-pKxdsZ6zkR-2FrrJZPwUc,Vertigo BBQ,"M8PP+R5, Kathmandu 44600, Nepal",27.68712,85.33547639999999,4.4,485,"Chicken items are okayish. They taste good but the portion were small compared to the price. The pizza is not recommended, it was like having cheese over biscuit! Atmosphere is nice.
Recommended for get togethers with bbq, meat items and beer!",3,2025-11-08T02:34:02.334853423Z,Gunjan Bharadwaj,Baneshwor
ChIJp-pKxdsZ6zkR-2FrrJZPwUc,Vertigo BBQ,"M8PP+R5, Kathmandu 44600, Nepal",27.68712,85.33547639999999,4.4,485,"I visited this place today, and I was immediately struck by its truly cozy and inviting vibe. The staff were super friendly and attentive from the moment I walked in, which always makes for a great experience. I absolutely loved their Paneer Pakora, which was perfectly crispy and flavorful, and the Oreo milkshake was a delightful, creamy treat – definitely a must-try! While the pizza I ordered was just okay for my taste, I know others rave about their tender grilled meats and flavorful marinades, so I'm keen to try those next time. My only real gripe was that the music seemed a little too loud, which made it tough to have a comfortable conversation without raising our voices. Despite that, the overall ambiance is definitely a highlight, and it's clear why many other reviewers consistently praise the diverse range of delicious side dishes and the welcoming atmosphere. It truly feels like a great spot to relax and enjoy some good food.",4,2025-07-28T16:28:07.501829269Z,Sri Jan,Baneshwor
ChIJp-pKxdsZ6zkR-2FrrJZPwUc,Vertigo BBQ,"M8PP+R5, Kathmandu 44600, Nepal",27.68712,85.33547639999999,4.4,485,"The ambience and the food is good. It also has a rooftop with swing. The view from the rooftop is awesome. However, the hospitality    needs some improvements. It has just been over a month that this place has come into operation. Hopefully they will consider the hospitality. Other things are great.",4,2022-10-30T12:48:29.964309Z,prabin shrestha,Baneshwor
ChIJp-pKxdsZ6zkR-2FrrJZPwUc,Vertigo BBQ,"M8PP+R5, Kathmandu 44600, Nepal",27.68712,85.33547639999999,4.4,485,"Food used to be amazing but it was awful today. Found a piece of plastic in carbonara and they said it was garlic peel, like we wouldn’t know the difference. Asked for chinese chop suey and specifically said chop suey not chopstick but it took forever to be served and when we asked the wait staff, she brought out a pair of CHOPSTICKS. Incompetent service and awful food. Never going back.",1,2025-12-21T10:22:40.602954202Z,Sweta Manandhar,Baneshwor
ChIJTdMmLgAZ6zkR84zXOWwdgPE,Pink Putali Restaurant & Bar,"4 Chhakku Bakku Marg, Kathmandu 44600, Nepal",27.6890639,85.3342954,4.8,87,The food is worth the price and the hospitality is top notch which are extremely rare these days in Nepal…,4,2025-09-05T04:48:54.016611734Z,Gunjan Bharadwaj,Baneshwor
ChIJTdMmLgAZ6zkR84zXOWwdgPE,Pink Putali Restaurant & Bar,"4 Chhakku Bakku Marg, Kathmandu 44600, Nepal",27.6890639,85.3342954,4.8,87,"Newly opened R&B in New Baneshwor, Kathmandu!!

Absolutely best place for a hang out, live music, great food and quality time woth froesnds and family!! Definitely recommend! Do visit guysss 🫶✨",5,2024-12-23T14:37:35.056377Z,anisha khanal,Baneshwor
ChIJTdMmLgAZ6zkR84zXOWwdgPE,Pink Putali Restaurant & Bar,"4 Chhakku Bakku Marg, Kathmandu 44600, Nepal",27.6890639,85.3342954,4.8,87,Best open momo around Baneswor. The momo is just wow. It melts in my mouth. Been here more than 3 and momo has always been the must order.,5,2026-02-05T06:27:54.795047424Z,Tejila Bajracharya,Baneshwor
ChIJTdMmLgAZ6zkR84zXOWwdgPE,Pink Putali Restaurant & Bar,"4 Chhakku Bakku Marg, Kathmandu 44600, Nepal",27.6890639,85.3342954,4.8,87,"Went there through a friend, didn't expect much from a normal restaurant at the beginning but the ambience was promising for a conversation as private spaces are available and the service was quick which was never expected from a copy place but not a single flaw on quality everything we ate was really good. We are making sure to stay there atleast once a week.",5,2025-11-20T14:33:26.915298989Z,Sakshyam Pudasaini,Baneshwor
ChIJTdMmLgAZ6zkR84zXOWwdgPE,Pink Putali Restaurant & Bar,"4 Chhakku Bakku Marg, Kathmandu 44600, Nepal",27.6890639,85.3342954,4.8,87,"food was delicious
Chill involvement with live music
Staff is very friendly ♥️♥️♥️ special thanks for mis Aliya Rai",5,2025-07-04T10:36:41.862168568Z,Subash Magar,Baneshwor
ChIJDabVcDEb6zkR_mKfZ7JcIZg,Bottlehouse - BYOB & Dine-in,"Devkota Marg, Kathmandu 44600, Nepal",27.6970749,85.3379209,4.6,67,"Good place for a few drinks after office hours. Middle of city. Fun place. Cozy environment. Free popcorn/peanuts with drink. Can also bring drinks from outside (corkage charge extra) and a new concept of brink your bottle, if you can’t finish, lock you bottle in the restaurant, come back any other day and have it again (corkage charge only once)",5,2025-04-30T17:29:58.226570Z,Aayush Bista,Baneshwor
ChIJDabVcDEb6zkR_mKfZ7JcIZg,Bottlehouse - BYOB & Dine-in,"Devkota Marg, Kathmandu 44600, Nepal",27.6970749,85.3379209,4.6,67,"Lovely Ambience & Great Service!

The ambience is beautiful and inviting. As a new restaurant, the menu is limited, and some dishes could use slight improvement in taste—but I’m sure they’ll get even better with time.

What I loved most was the excellent service and the charming atmosphere. And the Sekuwa Chatni? Absolutely mind-blowing!",3,2025-03-19T07:09:09.724216Z,Endu Writes,Baneshwor
ChIJDabVcDEb6zkR_mKfZ7JcIZg,Bottlehouse - BYOB & Dine-in,"Devkota Marg, Kathmandu 44600, Nepal",27.6970749,85.3379209,4.6,67,"I have ordered biryani from here before and it was one of the best. Today, I ordered naan and American chop suey. The naan was good, but unfortunately the chop suey was disappointing. The sauce was too thin and watery, and it was overly spicy. The quantity of vegetables was very less, and usually a fried egg is included, but this time it was missing. I hope the quality can be improved in the future.",3,2026-01-20T14:14:16.553057858Z,Sudeep Jyoti Kansakar,Baneshwor
ChIJDabVcDEb6zkR_mKfZ7JcIZg,Bottlehouse - BYOB & Dine-in,"Devkota Marg, Kathmandu 44600, Nepal",27.6970749,85.3379209,4.6,67,"Tried this pizza recently and was really let down. The cheese layer was a complete disaster—thick, rubbery, and tasteless. It looked appealing at first, but the texture was off and it felt more like chewing plastic than melted cheese. No stretch, no creaminess, just a bland overload of poor-quality cheese.

The base was underwhelming and soggy in parts, and overall, it felt like the pizza was rushed and thrown together without any care. Even the seasoning on the side couldn’t save it. Not worth the price at all. Definitely won’t be coming back for this.",1,2025-07-29T13:54:15.116772233Z,Asim Gautam,Baneshwor
ChIJDabVcDEb6zkR_mKfZ7JcIZg,Bottlehouse - BYOB & Dine-in,"Devkota Marg, Kathmandu 44600, Nepal",27.6970749,85.3379209,4.6,67,"Bottle House offers an exceptional dining experience, combining flavorful food, a stylish ambiance, and top-notch service.",5,2025-11-06T08:23:02.624141880Z,Sundar Khanal,Baneshwor
